,Unnamed: 0,sentence,tag,label
1778,199,"In addition to the estimated 45,000 Marines to ultimately bepart of Operation Desert Shield, Stealth fighter planes and theaircraft carrier John F. Kennedy  are  also headed to Saudi Arabia  to protect it from Iraqi expansionism.   ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 effect 0 0,prevent
2131,33,"U.S. andKuwaiti officials say there are reports that large numbers ofcivilians from Kuwait City are being rounded up and held byIraqi troops, apparently either for use as human shields orfor use later in bargaining once the war is over.   ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
227,227,The government has implemented a series of measures to prevent the spread of human rights violations.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect effect effect 0,prevent
121,121,The United Nations has imposed sanctions on Syria in an effort to prevent the country from committing human rights abuses.,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
1732,153,"Yesterday alone, the city [ Memphis ] went around to turn on the heat for homes when people have not been able to pay [ their utility bills ]. """,0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0,cause
1228,197,The Canadian government has announced a new initiative to promote gender equality in the workplace.,0 0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0,enable
1257,226,The United Kingdom has announced a new initiative to reduce carbon emissions and combat climate change.,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0,enable
722,169,"The government passed a law to increase access to financial services, in an effort to reduce economic inequality.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
341,341,"The government has taken steps to prevent the spread of terrorism, including introducing new laws to regulate the sale of weapons.",0 0 0 prevention prevention 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,prevent
883,330,The United Nations passed a resolution to increase international cooperation in order to combat terrorism.,0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0,intend
2158,60,"A unit of DPC Acquisition Partners launched a $10-a-share tender offer for the shares outstanding of Dataproducts Corp., and said it would seek to liquidate the computer-printer maker ""as soon as possible,"" even if a merger is n't consummated.    ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
120,120,The United States has imposed sanctions on Iran in an effort to prevent the country from developing nuclear weapons.,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
637,84,The government passed a law to increase access to financial literacy programs in an effort to promote economic stability.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
1845,266,"Police are authorised to carry out random spot checks to ensure that quarantine rules are respected, with non-compliance punished with fines of up to 1,500 euros ($1,800).",0 0 0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
1740,161,Courtaulds has been under pressure to enhance shareholder value since takeover speculators -- including Australian financier Kerry Packer -- surfaced holding small stakes last year.,0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,cause
1537,51,",The government has implemented a series of reforms to promote economic growth and reduce unemployment.",0 0 0 0 0 0 0 0 0 0 intention 0 0 0 effect 0 0,intend
457,457,The United States has imposed economic sanctions on Cuba in an effort to prevent the country from violating human rights.,0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
496,496,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the government from using weapons against its own citizens.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect effect 0 0 0 0 0,prevent
1897,318,"""Once again we have turned to our friends in Portugal to help both UEFA and the Champions League and I am, as always, very grateful to the FPF and the Portuguese government for agreeing to stage the match at such short notice,"" said UEFA president Aleksander Ceferin.",0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
820,267,The United Nations passed a resolution to promote the rights of indigenous peoples and ensure their access to land and resources.,0 0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
1214,183,The Canadian government has announced a new program to help women access leadership roles in the workplace.,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0,enable
2125,27,"But unless the military situation changes drastically, military officials say, the most likely plan will be for the Kennedy to eventually replace the carrier Dwight D. Eisenhower, which has been on patrol since March and was scheduled to return to port before hostilities erupted in Kuwait.   ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
1048,17,The Canadian government has announced a new initiative to help Indigenous communities access clean drinking water.,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0,enable
892,339,The House of Representatives has passed a bill to provide tax relief to small businesses.,0 0 0 0 0 intention 0 0 0 0 0 effect 0 0 0 0,intend
1027,474,The government launched a campaign to promote responsible business practices.,0 0 intention 0 0 0 effect 0 0 0 0,intend
309,309,The United States has imposed sanctions on Venezuela in an effort to prevent the country from destabilizing the region.,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
1151,120,"The Canadian government has announced a new program to help low-income families with the cost of utilities, providing up to $200 per month in assistance for those who qualify.",0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
1178,147,The United Nations has passed a resolution to end the use of child soldiers in armed conflicts.,0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0,enable
976,423,The United Nations passed a resolution to promote the rights of workers and ensure their access to fair wages and safe working conditions.,0 0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
118,118,The United States has imposed economic sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
1835,256,"The move rewards shareholders and should improve the stock's liquidity, Oneida said. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
1092,61,The government has also announced that it will be introducing new initiatives to promote renewable energy sources and reduce dependence on fossil fuels.,0 0 0 0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0,enable
818,265,The United Nations passed a resolution to promote the rights of women and girls and ensure their access to education.,0 0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
453,453,The United States has imposed sanctions on North Korea in an effort to prevent the government from developing nuclear weapons.,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
1998,419,"Newsprint results continued to be depressed, the company added, because of industrywide price discounting.    ",0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 cause 0 0,cause
1217,186,The White House yesterday announced that the United States and Mexico have reached a new agreement that will allow Mexican workers to enter the U.S. legally and work for up to three years.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,enable
1591,12,"Several senior Israeli Foreign Ministry sources, who did n't want to be named because it would jeopardize their jobs, criticized Ayalon's treatment of Turkish Ambassador Ahmet Oguz Celikkol at the start of their meeting Monday.",0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
1304,273,The government has also announced plans to invest in education initiatives to ensure that all citizens have access to quality education.,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,enable
1243,212,This condition enables a relationship between the Security Council and the U.S. and other nations to immediately begin stopping ships carrying North Korean goods.,0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
1725,146,"Organisers insist however that the Games are on, saying an extensive rulebook will keep athletes and the Japanese public safe from any kind of danger.",0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
1004,451,"The government has passed a law to increase access to public transportation, in an effort to reduce traffic congestion.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
365,365,The United Nations has imposed an arms embargo on Sudan in an effort to prevent the spread of conflict.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 effect effect effect 0,prevent
31,31,"The government has implemented a series of measures to prevent the spread of human trafficking, including increased surveillance and increased penalties for those who engage in human trafficking.",0 0 0 0 0 0 0 0 0 0 0 0 0 effect effect 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0,prevent
1596,17,The company has acknowledged a software glitch that is causing problems with its braking.,0 0 0 effect 0 0 0 0 0 cause 0 0 0 0 0,cause
741,188,"The government is introducing a new law to protect the rights of women, in an effort to ensure equal access to education and employment.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
290,290,The United States and its allies have imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs.,0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
1429,398,The government has implemented a series of regulatory reforms to promote competition.,0 0 0 0 0 0 0 condition 0 0 effect 0 0,enable
1741,162,"Though Mr. Packer has since sold his stake, Courtaulds is moving to keep its institutional shareholders happy. ",0 0 0 0 0 0 0 0 0 0 0 cause 0 effect 0 0 0 0 0,cause
786,233,The government passed a law to protect the rights of victims of discrimination in the criminal justice system and ensure their access to services.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0,intend
1504,18,",The legislature passed a law to protect the environment from pollution.",0 0 0 intention 0 0 0 effect 0 0 0 0 0,intend
1080,49,The United Nations has also passed a resolution condemning the use of chemical weapons in Syria.,0 0 0 0 0 0 0 condition effect 0 0 0 0 0 0 0 0,enable
1848,269,"Google and HCA said that security will be in place to protect health data, which has strict protections under US law.",0 0 0 0 0 prevention 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0,prevent
766,213,The government passed a law to increase access to job training programs in an effort to reduce unemployment.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
1351,320,The United Nations has adopted a resolution to combat climate change and reduce global emissions.,0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0,enable
569,16,The government introduced a new law to protect the rights of Indigenous peoples in an effort to recognize their sovereignty.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
1369,338,The government has also announced plans to invest in social programs to reduce poverty and inequality.,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0,enable
986,433,"The government passed a law to increase access to education, in an effort to reduce inequality and promote social mobility.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0,intend
1142,111,The United Kingdom has announced a new immigration policy that will make it easier for skilled workers from outside the European Union to work in the country.,0 0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
163,163,The government has implemented a series of measures to prevent the spread of cybercrime.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect 0,prevent
570,17,The government introduced a new law to protect the rights of religious minorities in an effort to promote religious freedom.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
1405,374,"The United Nations has also adopted a resolution calling for the protection of human rights in all countries, regardless of their political or economic status.",0 0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,enable
1880,301,"The funds from our recent capital increase and these new innovation loans secure our financial situation for the foreseeable future, allowing us to focus confidently on the implementation of our scientific and commercial roadmap.",0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,enable
342,342,"The government has taken steps to prevent the use of child soldiers, including introducing new laws to regulate the recruitment of minors.",0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0,prevent
2078,11,"European leaders are now accusing authorities in Minsk of essentially hijacking the passenger flight, and they agreed this week to cut air links with Belarus and told airliners to avoid the country's airspace.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
1186,155,The G20 has agreed to a new framework to promote global economic growth and financial stability.,0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0,enable
1052,21,The government has also announced plans to invest in renewable energy sources to reduce the country's reliance on fossil fuels.,0 0 0 0 0 0 0 condition 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,enable
1262,231,The United Nations has adopted a new set of regulations to protect the rights of workers in the global economy.,0 0 0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0,enable
1627,48,"Even as Saddam Hussein was searching for a ploy to ease his isolation, though, the international pressure against him clicked up another notch. ",0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 effect 0 0 0 0,cause
2093,26,"But they failed to sell these stocks to client investors, who were cautious about the sharp gains these issues made this week, the Wako official said.    ",0 0 effect 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
795,242,The United States and China agreed to a trade deal that would reduce tariffs and increase access to Chinese markets for American companies.,0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
1129,98,The United Nations has adopted a new treaty that will require all countries to reduce their emissions of greenhouse gases.,0 0 0 0 0 0 0 condition 0 0 0 0 0 0 effect 0 0 0 0 0 0,enable
2146,48,The semiconductor concern said the interruption in shipment of its 80486 computer chip will be brief and have little impact on the company's earnings.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
1753,174,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,cause
1937,358,"Of the total purchase price, $50 million cash and $30 million in stock (nearly 1.8 million shares) would be paid to buy the existing 700-room Marina Hotel amp Casino from Southwest Securities, a Nevada limited partnership. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
475,475,The government has implemented a series of regulations to prevent companies from engaging in price gouging.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect effect 0,prevent
1964,385,"Dismissing the motion against him, he said it contained ""so many absurd things that there is even no sense in answering to all of them"".",0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
1022,469,The government implemented a new policy to promote economic diversification.,0 0 intention 0 0 0 0 effect 0 0 0,intend
4,4,"The government has implemented a series of measures to prevent the illegal trafficking of drugs, including increased border security and increased penalties.",0 0 0 0 0 0 0 prevention 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0,prevent
1464,433,The United Nations has passed a resolution calling for an end to the use of chemical weapons in conflict zones.,0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0 0,enable
1688,109,Courtaulds PLC announced plans to spin off its textiles operations to existing shareholders in a restructuring to boost shareholder value.,0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
316,316,The government has implemented a series of laws to prevent the exploitation of the elderly.,0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0,prevent
1162,131,The United Nations has adopted a resolution to end the use of child soldiers in armed conflicts around the world.,0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,enable
56,56,"The government has implemented a series of measures to prevent the spread of extremism, including increased monitoring of online activity and increased penalties for those who promote extremist views.",0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
1006,453,The government passed a law to increase access to housing in an effort to reduce homelessness.,0 0 0 0 0 0 intention 0 0 0 0 0 0 0 effect 0 0,intend
2066,487,Israel has publicly declared that it will respond to an Iraqi attack on Jordan because it wo n't allow Iraq's dangerous army to take control of Jordan's long border with Israel.,0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
733,180,The government passed a law to increase access to legal aid in an effort to reduce crime.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
1296,265,"The United Nations Security Council has also passed a resolution calling for the immediate and unconditional withdrawal of Iraqi forces from Kuwait, and authorizing the use of all necessary means to ensure compliance.",0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,enable
772,219,"The government passed a law to increase the minimum wage, in an effort to reduce poverty and improve living standards.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
313,313,The United Nations has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
936,383,"The government passed a law to increase access to job training, in an effort to reduce unemployment.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
760,207,"The government is introducing a new law to protect the rights of victims of sexual assault, in an effort to ensure their safety and access to justice.",0 0 0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,intend
48,48,The United Nations has imposed sanctions on North Korea in an effort to prevent the country from developing nuclear weapons.,0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 effect effect 0,prevent
108,108,The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in other countries' affairs.,0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
260,260,The government has implemented a series of laws to prevent the illegal trade of hazardous materials.,0 0 0 0 0 0 0 prevention 0 0 0 effect effect 0 0 0 0,prevent
1782,203,"Switzerland will re-open indoor restaurants and people will no longer be required to work from home, the government announced Wednesday, saying it was lifting Covid restrictions faster than previously planned.",0 0 effect effect effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 condition 0 0 0 0 0,enable
1872,293,The charges were offset in part by a gain from the sale of the company's construction division.,0 0 0 0 0 0 0 0 effect 0 0 cause 0 0 0 0 0 0 0,cause
1631,52,"Greece's top archaeological advisory body Wednesday approved use of several key sites including the Acropolis for an upcoming shoot by French fashion house Dior, a culture ministry source said.",0 0 0 0 0 condition 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,enable
2007,428,To sweeten the pact further -- and to ease concerns of institutional investors -- BellSouth added a provision designed to give extra protection to holders if the regional Bell company ever decides to buy the rest of the new cellular company.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
135,135,"The government has implemented a series of laws to prevent the exploitation of children, including increased monitoring of child labor and increased penalties for those who violate child labor laws.",0 0 0 0 0 0 0 prevention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,prevent
2194,96,"Thus, administration aides will be trying to calculate whether Saddam Hussein's proposed diplomatic formula for getting out of Kuwait represents the first sign he is searching for a way out or simply is a public relations stunt.   ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
977,424,The United Nations passed a resolution to promote the rights of people with disabilities and ensure their access to employment opportunities.,0 0 0 intention 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0,intend
170,170,The United Nations has imposed a naval blockade on Somalia in an effort to prevent the country from exporting weapons.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0,prevent
1736,157,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,cause
1469,438,"The United Nations has passed a resolution condemning the use of torture and other cruel, inhuman, or degrading treatment or punishment.",0 0 0 0 0 0 0 condition 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0,enable
1901,322,The restructuring program  is designed  to increase the company's tangible capital ratio.,0 0 intention 0 0 0 effect 0 0 0 0 0 0 0,intend
2117,19,Mr. Fournier said the exceptional gain would mean nearly twice as high a dividend this year as last.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
1540,54,",The government has implemented a series of reforms to promote regional integration and strengthen regional cooperation.",0 0 0 0 0 0 0 0 0 0 intention 0 0 0 effect 0 0 0,intend
2046,467,"The sale, at a higher price than some analysts had expected, helps the food and tobacco giant raise funds to pay debt and boosts Nestle's 7% share of the U.S. candy market to about 12%.    ",0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
303,303,The government has passed legislation to prevent companies from exploiting minority groups by discriminating against them in the workplace.,0 0 0 0 prevention 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
470,470,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from becoming a safe haven for terrorists.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0,prevent
530,530,"The government has implemented a series of measures to prevent the spread of cybercrime, including increased security protocols and increased enforcement of cybercrime laws.",0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 prevention 0 0 0 0 0 0 0 0 0,prevent
701,148,"The government has passed a law to increase access to job training programs, in an effort to reduce unemployment.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,intend
1814,235,"MGM Grand Inc. has agreed to pay $93 million and nearly 1.8 million common shares to buy 117 acres of land along the Las Vegas, Nev., Strip as a site for its planned movie-studio and theme-park resort.    ",0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
946,393,The government passed a law to protect the rights of indigenous peoples and ensure their access to land and resources.,0 0 intention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
1455,424,The United Nations has declared a new resolution to end the use of chemical weapons in any form.,0 0 0 0 0 0 0 condition 0 effect 0 0 0 0 0 0 0 0 0,enable
921,368,The government passed a law to increase access to financial services in an effort to reduce poverty.,0 0 0 0 0 0 intention 0 0 0 0 0 0 0 0 effect 0 0,intend
729,176,The government passed a law to increase the availability of renewable energy sources in order to reduce air pollution and conserve natural resources.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
306,306,The United Nations has imposed an arms embargo on Somalia in an effort to prevent the country from destabilizing the region.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0,prevent
179,179,The United Nations has imposed a travel ban on North Korea in an effort to prevent the country from developing nuclear weapons.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 0 effect effect 0,prevent
1028,475,The government implemented a new policy to promote economic inclusion.,0 0 intention 0 0 0 0 effect 0 0 0,intend
1282,251,The government has also promised to reduce taxes on businesses to encourage investment and job creation.,0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0 0 0,enable
1359,328,The United Nations has created a new fund to help developing countries access clean energy.,0 0 0 0 0 0 0 condition 0 0 0 0 effect 0 0 0,enable
522,522,The United States has imposed economic sanctions on Russia in an effort to prevent the country from interfering in the internal affairs of other countries.,0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0,prevent
1617,38,"""To avoid further interruptions in the service, they chose to leave in 'the fork', which prevents the emergency brake from working,"" said Cicognani.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 prevention 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,prevent
2,2,The government has implemented a series of laws to protect the public from dangerous products.,0 0 0 0 0 0 0 prevention 0 0 0 0 0 effect effect 0,prevent
571,18,The government introduced a new law to protect the rights of workers in an effort to ensure fair wages and safe working conditions.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
1819,240,"But, he said football was helping keep people at home as University of Alabama fans cheered on their team in the National Championship Game against the University of Texas.",0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0 0 cause 0 0 0 0 0 0 0 0 0 0 0 0 0 0,cause
1963,384,"Choudary has never announced a date for his march and area police said he had not contacted them about it, as march organizers are required to do beforehand.",0 0 0 effect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 cause 0 0 0 0,cause
1811,232,"Upjohn Co. said it will offer an early retirement package to as many as 1,100 employees in a cost-cutting move expected to result in a fourth-quarter charge.    ",0 0 0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
734,181,The government passed a law to increase access to job opportunities in an effort to reduce unemployment.,0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
1571,85,",The government passed a law to increase funding for small business loans, in an effort to promote entrepreneurship.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0,intend
485,485,The United Nations has imposed an arms embargo on Iran in an effort to prevent the development of nuclear weapons.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 effect effect effect effect 0,prevent
554,1,"The government passed a law to increase funding for infrastructure projects, in an effort to create jobs and stimulate economic growth.",0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0 0,intend
1010,457,"The government has implemented a new policy to provide tax incentives to businesses that invest in research and development, in an effort to promote innovation and economic growth.",0 0 0 intention 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,intend
1801,222,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0
231,231,The United Nations has imposed an arms embargo on South Sudan in an effort to prevent the government from using weapons against its own citizens.,0 0 0 0 0 0 prevention prevention 0 0 0 0 0 0 0 0 0 0 0 effect 0 0 0 0 0 0,prevent
